	Tweet	Username	Date	Hashtags	Likes	Retweets	Replies	Url	Score
QUERY	joe biden won elections
0	"GEORGIA.🚨  BREAKING NEWS: Georgia again confirms Joe Biden ""won"" the state by recertifying election results.   The election recertification includes at least 1.7 million untraceable mail-in ballots, anomalies such as vote-switching &amp; ballot harvesting caught on video."	Kyle Becker	Mon Dec 07 19:21:26 +0000 2020	[]	14429	5827	1085	https://twitter.com/i/web/status/1336028060324401152	1.0	0.3426498910939942
1	Joe Biden was “Selected” not elected.	The TRUMP PAGE 🇺🇸	Mon Dec 07 17:45:45 +0000 2020	[]	411	105	20	https://twitter.com/i/web/status/1336003980594270208	0.0	0.5255820457511882
2	Joe Biden was “Selected” not elected.	The TRUMP PAGE 🇺🇸	Mon Dec 07 17:45:45 +0000 2020	[]	411	105	20	https://twitter.com/i/web/status/1336003980594270208	0.0	0.5255820457511882
3	President-elect Joe Biden becomes President Joe Biden in 44 days.	Robert Reich	Mon Dec 07 17:00:02 +0000 2020	[]	5168	362	158	https://twitter.com/i/web/status/1335992476633481216	2.0	0.4662087117801051
4	"GEORGIA.🚨  BREAKING NEWS: Georgia again confirms Joe Biden ""won"" the state by recertifying election results.   The election recertification includes at least 1.7 million untraceable mail-in ballots, anomalies such as vote-switching &amp; ballot harvesting caught on video."	Kyle Becker	Mon Dec 07 19:21:26 +0000 2020	[]	14429	5827	1085	https://twitter.com/i/web/status/1336028060324401152	1.0	0.3426498910939942
5	US election results 2020: Joe Biden defeats Donald Trump to win presidency 	Guardian news	Mon Dec 07 17:21:32 +0000 2020	[]	89	16	29	https://twitter.com/i/web/status/1335997887386443779	2.0	0.3699935824443025
6	IT'S OFFICIAL: Georgia has CERTIFIED its election results again, and Joe Biden is still our next President.  And in January, we'll beat #DoubleDealingDavid and #CorruptKelly to flip the senate and win GA again!!!	BrooklynDad_Defiant!	Mon Dec 07 19:32:38 +0000 2020	['DoubleDealingDavid', 'CorruptKelly']	5356	721	98	https://twitter.com/i/web/status/1336030877088964610	2.0	0.3683367120185451
7	"GEORGIA.🚨  BREAKING NEWS: Georgia again confirms Joe Biden ""won"" the state by recertifying election results.   The election recertification includes at least 1.7 million untraceable mail-in ballots, anomalies such as vote-switching &amp; ballot harvesting caught on video."	Kyle Becker	Mon Dec 07 19:21:26 +0000 2020	[]	14429	5827	1085	https://twitter.com/i/web/status/1336028060324401152	1.0	0.3426498910939942
8	Georgia has officially certified its election results yet again.  Joe Biden will be our President after winning for the 50th time in a single month, yay.	Ricky Davila	Mon Dec 07 21:11:57 +0000 2020	[]	2102	233	39	https://twitter.com/i/web/status/1336055871411896320	2.0	0.36445392220778505
9	Great news for President-elect Joe Biden  via @PalmerReport	Joshua Moreland	Mon Dec 07 21:54:13 +0000 2020	[]	38	14	0	https://twitter.com/i/web/status/1336066510079602690	2.0	0.3568180102299446
10	Joe Biden was “Selected” not elected.	The TRUMP PAGE 🇺🇸	Mon Dec 07 17:45:45 +0000 2020	[]	411	105	20	https://twitter.com/i/web/status/1336003980594270208	0.0	0.5255820457511882
11	Joe Biden won the election because we all came out and supported him. Let’s do this one more time GA and then you can rest awhile. Fight for GA and fight for the rest of us. Vote Warnock and Ossoff for Senate and change America for the better. It’s up to you. Thank you 1/5/21	katherine ✌🏻❤️🎸🌎🧚🌺🌼🌸	Mon Dec 07 19:33:25 +0000 2020	[]	225	76	6	https://twitter.com/i/web/status/1336031075013783552	2.0	0.34916433003201075
12	"GEORGIA.🚨  BREAKING NEWS: Georgia again confirms Joe Biden ""won"" the state by recertifying election results.   The election recertification includes at least 1.7 million untraceable mail-in ballots, anomalies such as vote-switching &amp; ballot harvesting caught on video."	Kyle Becker	Mon Dec 07 19:21:26 +0000 2020	[]	14429	5827	1085	https://twitter.com/i/web/status/1336028060324401152	1.0	0.3426498910939942
13	Joe Biden was “Selected” not elected.	The TRUMP PAGE 🇺🇸	Mon Dec 07 17:45:45 +0000 2020	[]	411	105	20	https://twitter.com/i/web/status/1336003980594270208	0.0	0.5255820457511882
14	"GEORGIA.🚨  BREAKING NEWS: Georgia again confirms Joe Biden ""won"" the state by recertifying election results.   The election recertification includes at least 1.7 million untraceable mail-in ballots, anomalies such as vote-switching &amp; ballot harvesting caught on video."	Kyle Becker	Mon Dec 07 19:21:26 +0000 2020	[]	14429	5827	1085	https://twitter.com/i/web/status/1336028060324401152	1.0	0.3426498910939942
15	Joe Biden was “Selected” not elected.	The TRUMP PAGE 🇺🇸	Mon Dec 07 17:45:45 +0000 2020	[]	411	105	20	https://twitter.com/i/web/status/1336003980594270208	0.0	0.5255820457511882
16	So weird that election interference was real to the Democrats until the day they thought Joe Biden won the election	Ashley StClair 🇺🇸	Sun Dec 06 18:18:10 +0000 2020	[]	6875	803	65	https://twitter.com/i/web/status/1335649753141547009	2.0	0.3377711827302091
17	"GEORGIA.🚨  BREAKING NEWS: Georgia again confirms Joe Biden ""won"" the state by recertifying election results.   The election recertification includes at least 1.7 million untraceable mail-in ballots, anomalies such as vote-switching &amp; ballot harvesting caught on video."	Kyle Becker	Mon Dec 07 19:21:26 +0000 2020	[]	14429	5827	1085	https://twitter.com/i/web/status/1336028060324401152	1.0	0.3426498910939942
18	Joe Biden was “Selected” not elected.	The TRUMP PAGE 🇺🇸	Mon Dec 07 17:45:45 +0000 2020	[]	411	105	20	https://twitter.com/i/web/status/1336003980594270208	0.0	0.5255820457511882
19	Joe Biden was “Selected” not elected.	The TRUMP PAGE 🇺🇸	Mon Dec 07 17:45:45 +0000 2020	[]	411	105	20	https://twitter.com/i/web/status/1336003980594270208	0.0	0.5255820457511882
QUERY	donald trump is the president
0	Donald Trump is my president.  And I’m feeling mighty protective of my president and my country right about now.  #StopTheSteal #SaveTheRepublic @JennaEllisEsq @RudyGiuliani #SaveAmerica #MAGA #KAG2020 🇺🇸 https://t.co/UBB2BS1UyY	#1776 Donald Trump 🇺🇸	Mon Dec 07 02:29:22 +0000 2020	['StopTheSteal', 'SaveTheRepublic', 'SaveAmerica', 'MAGA', 'KAG2020']	104	38	1	https://twitter.com/i/web/status/1335773363709472768	1.0	0.3863142256012415
1	Donald Trump is my president.  And I’m feeling mighty protective of my president and my country right about now.  #StopTheSteal #SaveTheRepublic @JennaEllisEsq @RudyGiuliani #SaveAmerica #MAGA #KAG2020 🇺🇸 https://t.co/UBB2BS1UyY	#1776 Donald Trump 🇺🇸	Mon Dec 07 02:29:22 +0000 2020	['StopTheSteal', 'SaveTheRepublic', 'SaveAmerica', 'MAGA', 'KAG2020']	104	38	1	https://twitter.com/i/web/status/1335773363709472768	1.0	0.3863142256012415
2	US election results 2020: Joe Biden defeats Donald Trump to win presidency 	Guardian news	Mon Dec 07 17:21:32 +0000 2020	[]	89	16	29	https://twitter.com/i/web/status/1335997887386443779	2.0	0.40052164749805386
3	'it just takes ONE brave state' -President Donald J Trump.	Trumpster	Mon Dec 07 22:58:07 +0000 2020	[]	59	15	1	https://twitter.com/i/web/status/1336082590311313408	2.0	0.4003373984251939
